name,id
SHEARER WQ,1Pv9OaimU3UajYhXK5ZxmHyEWE6DyZEpuyJgZjag1uTY
SHEARER Weather,1ZOtmL7EMj8zPGu5SO_TwM1XopDeirO5Rj0ENHngcXtE
WILKIN1 Tile Nitrate-N Load,14jK8a5ceMspuCjCxgQNUNfpLvg21AA5Vlb8Fd9g9780
WILKIN1 Crop Yield Data,18ejBKJUhLIvJTaIT8kUpjTrA4cermcR0oYqc5_vSiWc
WILKIN1 WQ,1DV8tVMevh-b8RsSGHOD9I5H-S3bXsn5yrQgIh9aDDqQ
WILKIN1 Soil Data,1prTFIKyiPCSMgzB_IkczHbnbqRvECzPNO8LQY6NnM-w
WILKIN1 Tile Flow,1jj8453XM72qJBoRbu9pIYSJkP-IbJCJBQTfvocfZz-E
WILKIN1 Water Table Depth,1tYHvz07nhPDb9K1h9zoyp5cM3fg2juAPLTBkiiB6RXc
WILKIN1 Weather,1YKPYYk_n3VQBV-oU5ccA3gFoONyX2UNSABMZO72OtaM
HICKORY Soil Data,1vpl_rcTelHGrNKJdFvnI3xf9s1i3iq7678iTQNS1GoY
HICKORY WQ,1jHswNDQ1a5jfDobak7lO7ky_yu-wcTNiOQtrE70ND2I
HICKORY Weather,1-15xXthnJlI3UHUMIEylniBq0E7LCecMeXOLd3pZN4E
HICKORY Tile Flow,1donVYD6USyvBrJD-YaGzPcEVOBFilZ64zmBz2AQ7fko
HICKORY Tile Nitrate-N Load,1I3IMQxdjUvg2hyxANapz_zMPkB9KolG-hIByXHJu00k
FULTON Crop Yield Data,1L7Wa7iYfk6XtjbdvaWM97wI2GcVKdZeCxYVnywb9048
FULTON WQ 2000-2009,18WXYAbH-xfOSdVo7XCz-falN9SUKXgufkRqrJAJyBoo
FULTON Weather,15B3BBxcfluwgF8hk3ljxRZtrRgcCQbO6FSWDzj2b1og
FULTON Soil Data,174wPT3OEtphpj9WaCoJ7_45KlH8iMwwfnXI4FSxPgVM
FULTON Wetland Stage 2008-2011,1FS7q_OBTRDHuxJmLgwlNBBZpXhijuJZNDosgN9tTpoU
WILKIN2 WQ,1xx4mDSaGna7WWvz0VOPStg_2tKpRQ8zsuI4gFWRWutk
WILKIN2 Crop Yield Data,1mWXo3XUU8sAu39OBEQV8NKfSz7triqgh0cszsSo0Dnk
WILKIN2 Soil Data,1zPlONjo8ZypQyRz-P2fTHz3kN_1BDk0bugeBR1L6G2o
WILKIN2 Tile Nitrate-N Load,19LfLzDsmYo-3kuVUEsp6nUk5ytDJ_WfLfF1K_4xKj48
WILKIN2 Tile Flow,1rA-GdogBq_sPEus0NVCqmagS4ZdvNWBr9R6eyQuJY8E
WILKIN2 Piezometer,1B82X40sc0jqfRGFkYkjWBkTg969aOd8e-iZd4ynE8ys
